"id","name","account_number","company_name","address","telephone","mobile","email","owner_name","contact_name","iata_no","finance_no","is_active","created_at","updated_at","is_visible","payment_amount"
"125","MJ TRAVEL",,,"NABATIEH MARJAYOUN STR","9617761550","9617761550","mjtravel50@hotmail.com",,"MJ","4329097",,"1","2012-10-10 14:56:16","2017-10-11 13:11:41","1","0.00"
"126","MONTE CARLO TRAVEL",,,"NORTH LEBANON","9616430962","9616430962","info@montecarlo-travel.com",,"ALIJO","43201340",,"1","2012-10-10 14:59:18","2017-12-05 13:31:12","1","0.00"
"127","NADIA TRAVEL-198827-601-NEW JDEIDEH.",,,"NEW JDEIDEH","9611887878","9611887878","rita@nadiatravel.com",,"RITA","43210285",,"1","2012-10-10 15:01:53","2013-08-23 11:03:25","1","0.00"
"128","NAKHAL TRAVEL-98658-SAMI EL SOLOH.",,,"SAMI EL SOLOH AVENUE-GHORAYEB BLDG","9611389389(389)","9611389389(389)","MK.sales@nakhal.com.lb",,"NAKHAL","4320144",,"1","2012-10-10 15:04:26","2017-10-17 11:05:46","1","0.00"
"129","NAWAS TRAVEL-6184-601-HAMRA.",,,"SADAT STR","01-740275","01-740275","nawatours@hotmail.com",,"FATEN","4326399",,"1","2012-10-10 15:07:17","2016-02-08 15:21:25","1","0.00"
"130","QWATA TRAVEL-90409-ACHRAFIEH.",,,"ACHRAFIEH","9611200790","9611200790","elie_qwata@hotmail.com",,"elie abiad",,,"1","2012-10-10 15:09:33","2016-12-17 10:17:05","1","0.00"
"131","RAWASS TRAVEL-258660-SAIDA.",,,"SAIDA,AL BARAD STR","9617732523","9617732523","adrawass@gmail.com",,"RAWASS","4321059",,"1","2012-10-10 15:12:08","2017-12-28 18:34:30","1","0.00"
"132","SAAD TRANSPORT-2599-3adlie",,,"after credit lib ","9611429429","9611429429","travel@saadtransport.com",,"JESSICA","4320103",,"1","2012-10-10 15:17:02","2017-08-08 10:08:13","1","0.00"
"133","SAFE LINE TRAVEL",,,"BKAA TAANAYEL MAIN ROAD","9618546007","9618546007","safeline_travel@hotmail.com",,"S",,,"1","2012-10-10 15:18:42","2012-10-10 15:18:42","1","0.00"
"134","SAGITTAIRE TRAVEL-6471-ACHRAFIEH.",,,"ACHRAFIEH","9611218187","9611218187","betty@sagittairetravel.com",,"BETTY",,,"1","2012-10-10 15:21:47","2017-08-04 13:10:35","1","0.00"
"135","SALIBY TRAVEL-601-277569-DEKWANEH.",,,"CLEMENCEAU STREET","9611243487","9611243487","limasaliby@hotmail.com",,"LIMA",,,"1","2012-10-10 15:25:08","2013-08-23 11:08:02","1","0.00"
"136","SAWAYA TRAVEL-1803489-DAHR EL SAWAN",,,"BEIRUT","9613249824","9613249824","MICHELSAWAYA@HOTMAIL.COM",,"MICHEL",,,"1","2012-10-10 15:26:59","2013-08-26 09:37:23","1","0.00"
"137","SINO-LEB",,,"MEDHAT BACHA STR","9611746290","9611746290","sinoleb@terra.net.lb",,"MAZEN","4321035",,"0","2012-10-10 15:30:44","2013-01-25 16:44:28","1","0.00"
"138","STRAIGHT LINE-235468-601-JOUNIEH.",,,"ZOUK MOSBEH,ADONIS RABIA STR","9619220400","9619220400","VISAUAE@STRAIGHTLINE.COM.LB",,"joanna","4321074",,"1","2012-10-10 15:33:01","2019-10-17 13:20:31","1","0.00"
"139","TALA TOURS-69828-601-HAMRA.",,,"SANAYEH SPEARS STR","9611360173","9611360173","RAGHIDA@TALATOURS.COM",,"CHRISTINE","4321034",,"0","2012-10-10 15:35:02","2013-08-26 15:48:00","1","0.00"
"140","TANIA TRAVEL/165704-601 /Sodeco",,,"SODECO SQUARE CENTER","9611616555","9611616555","maria@taniatravel.com",,"marwan","4320090",,"1","2012-10-10 15:38:20","2016-05-19 13:03:00","1","0.00"
"141","TRADE TRAVEL TOURS",,,"BEIRUT","9619932747","9619932747","TRADETRAVELTOURS@HOTMAIL.FR",,"M",,,"1","2012-10-10 15:43:03","2012-10-10 15:43:03","1","0.00"
"142","TRAVEL AND MORE-93765-BADARO.",,,"FURN EL CHEBAK","9611389477","9611389477","info@travelandmorelb.com",,"TONY","4320136",,"1","2012-10-10 15:46:43","2013-11-05 09:25:00","1","0.00"
"143","TRAVEL ASSOCIATE-2072701-601-FURN EL CHUBAK.",,,"FURN EL CHEBBAK","9611294945","9611294945","tania@flyassociates.com",,"M","4321067",,"0","2012-10-10 15:52:37","2014-02-20 14:53:15","1","0.00"
"144","TRAVEL GATE-1469420-601-JAL EL DIB.",,,"JAL EL DIB","9614713001","9614713001","info@travel-gate.net",,"DANA",,,"1","2012-10-10 15:56:12","2013-08-23 11:11:54","1","0.00"
"145","TYROS TRAVEL-48346-SOUR.",,,"TYR AL ISTIRAHA STR FALHAT BLDG","9617344704","9617344704","HAMZA_BITAR@HOTMAIL.COM",,"M",,,"1","2012-10-10 15:59:30","2013-08-23 11:12:35","1","0.00"
"146","VIP TRAVEL-95711-HAMRA.",,,"HAMRA SQUARE/ facing aldorado shoping center block A 6th floor","9611340939","9611340939","VIPTRAVEL.BEIRUT@GMAIL.COM",,"Maha","4320033",,"1","2012-10-10 16:03:25","2017-10-09 14:07:13","1","0.00"
"147","ACE TRAVEL-783-601-EIN EL MRAYSE.",,,"AIN EL MREISSI,ROUSOM BACHA STR","9611365080 ","9611365080 ","rawaa@acetravel.me",,"IBRAHIM",,,"1","2012-10-10 16:07:13","2017-02-16 12:04:30","1","0.00"
"148","AL NASEEM-2386093-HAMRA.",,,"CLEMENCEAU - HAMRA","9611340880","9611340880","ABBASCHEAIB@HOTMAIL.COM",,"ABBAS",,,"1","2012-10-10 16:09:37","2013-08-23 11:14:12","1","0.00"
"149","ALFA EXPRESS-7512-601-JOUNIEH.",,,"SARBA JOUNIEH","9619832007","9619832007","alfa_express@yahoo.com",,"HAROLD",,,"1","2012-10-10 16:11:51","2013-08-23 11:14:43","1","0.00"
"150","AVERDA TRAVEL CONTROLLER",,,"BEIRUT","9611444342","9611444342","emily.kareh@averda.com",,"EMILIE",,,"1","2012-10-10 16:22:00","2012-10-10 16:22:00","1","0.00"
"151","BOOK THE WORLD-2215445601-ZOUK MOSBEH",,,"Keserwan,Lebanon","09/933517","09/933517","accounts@btw-travel.com",,"DANY",,,"1","2012-10-10 16:23:24","2017-12-04 08:53:07","1","0.00"
"152","CROWN TOURS",,,"SANAYEH BOUSTRUS","9611755570","9611755570","INFO@CROWN-TOUR.COM",,"ALI",,,"0","2012-10-10 16:25:00","2013-07-05 11:36:42","1","0.00"
"153","GHADITA TRAVEL",,,"HAMRA,CLEMENCEAU STR","9611361978","9611361978","barakatghada@hotmail.com",,"GHADA",,,"1","2012-10-10 16:27:29","2013-04-30 08:44:43","1","0.00"
"154","GLOBAL MANAGEMENT",,,"SIN EL FIL","9611483683","9611483683","JKATTOUF@GTM-OLYMPIC.COM",,"JOWANA",,,"1","2012-10-10 16:29:08","2012-10-10 16:29:08","1","0.00"
"155","kamil gadah - GTS - 675204-NAHER EL MOT.",,,"BEIRUT","9611900044","9611900044","Administration@gtslb.com",,"L",,,"1","2012-10-10 16:31:38","2017-11-27 16:37:48","1","0.00"
"156","GLOBAL TRAVEL-161613-MAR ELIAS.",,,"MAR ELIAS ","9611319933","9611319933","reservations@globaltravel-lb.com",,"ZEINA",,,"1","2012-10-10 16:33:19","2017-12-19 12:34:51","1","0.00"
"157","JAWLAT TRAVEL-1190193-ACHRAFIEH.",,,"ACHRAFIEH","9613081469/01202702","9613081469/01202702","HOLIDAYS@JAWLAT.COM",,"GRACE",,,"1","2012-10-10 16:34:53","2017-12-27 11:56:05","1","0.00"
"158","KEEP FLYING-2249073-601-verdun/centre 732",,,,"01812990","01812990","ahmad@keepflying-lb.com",,"AHMAD",,,"1","2012-10-10 16:37:36","2017-10-09 10:49:18","1","0.00"
"159","LUXURY DEVELOPMENT COMPANY-562705-601-ACHRAFIEH",,,"ACHRAFIYEH / syoufe amin jmeil street clink bineye bel arde ","9611216475","9611216475","CLAUDINE.SFEIR@MAILMAC.NET",,"CLAUDINE SFEIR",,,"1","2012-10-10 16:40:02","2017-07-17 07:33:08","1","0.00"
"160","ORACLE-594962-DOWN TOWN.",,,"BEIRUT","9611936200","9611936200","YOUSSEF.MIKHAEL@ORACLE.COM",,"YOUSSEF",,,"1","2012-10-10 16:42:15","2017-01-20 15:29:05","1","0.00"
"161","POLO TRAVEL-757149-BOURJ HAMOUD.",,,"BOURJ HAMMOUD-TRIPOLI STR","9611244042","9611244042","tours@polo-travel.com",,"TAMAR",,,"1","2012-10-10 16:43:40","2013-08-23 11:20:31","1","0.00"
"162","SPECIAL FLIGHT-2210216-BEKFAYA.",,,"BEKFAYA","9614982777","9614982777","specialflight@hotmail.com",,"ELIE SAADE",,,"1","2012-10-10 16:45:55","2013-08-23 11:21:10","1","0.00"
"163","SWING TRAVEL-257661-DAWRA.",,,"DORA","9611244685","9611244685","tina@swinglag.com",,"M",,,"1","2012-10-10 16:47:17","2017-10-02 09:42:19","1","0.00"
"164","TRAVELBOOK",,,"BEIRUT","9611310602","9611310602","INFO@TRAVELBOOKHOLIDAYS.COM",,"M",,,"1","2012-10-10 16:48:44","2016-08-23 13:33:26","1","0.00"
"165","JOE CHAMOUN",,,"BEIRUT","961 1 975000 ","961 1 975000 ","Joseph.Chamoun@travelport.com",,"JOE ETIHAD","123456",,"1","2012-11-19 09:39:02","2016-02-24 09:01:15","1","0.00"
"166","DISCOVERY TRAVEL-13247601-ZAHLE.",,,"BVLD ZAHLE-GEORGES HRAWI STR","08-821413","08-821413","info@discoverytourism.com",,"DISCOVERY TRAVEL","4320051",,"1","2012-11-19 09:54:08","2018-01-24 13:58:51","1","0.00"
"167","HERMES-1277-HAMRA.",,,"beirut 3adlieh bineyit credit lib","9611426380","9611426380","achedide@hermestravel.com.lb",,"GEORGES MALLO","43201421",,"1","2012-11-19 10:04:33","2017-09-09 11:23:18","1","0.00"
"168","ATTO TRAVEL-101047-HAMRA.",,,"HAMRA","01-340311","01-340311","Georges@attotravel.com",,"ATTO TRAVEL","4325899",,"1","2012-11-19 10:32:42","2013-08-23 11:23:06","1","0.00"
"169","MEA-1683-601-HAMRA.",,,"HAMRA","01622275","01622275","visadesk@mea.aero",,"MEA","123456",,"1","2012-11-19 10:34:10","2017-02-15 11:25:23","1","0.00"
"170","ALTEA TRAVEL-2136918-ANTELIAS.",,,"RABIEH PLAZA CENTER FIRST FLOOR MAIN ROAD","9614521445","9614521445","RGCHELALA@GMAIL.COM",,"RIMA",,,"1","2012-11-19 12:23:04","2013-08-23 11:24:26","1","0.00"
"171","MATAR TRAVEL",,,"NEAR GEFINOR CENTER","9611360151","9611360151","foufy200@hotmail.com",,"MATAR","4321040",,"1","2012-11-19 12:24:46","2012-11-19 12:24:46","1","0.00"
"172","GLOBAL INTERNATIONAL-267912-HAMRA.",,,"itani group","9611360319","9611360319","INFO@groupitani.com",,"SALAH ITANI","123456",,"1","2012-11-19 12:27:17","2017-08-11 08:37:23","1","0.00"
"173","AL JABAL TRAVEL-10162-601-FALOUGHA.",,,"FALOUHGA","9615531333","9615531333","nour.awar@aljabal-travel.com",,"WISSAM CHAHINE","43288092",,"1","2012-11-19 12:28:51","2013-08-28 13:38:01","1","0.00"
"174","ETIHAD-508878-DOWN TOWN.",,,"BEIRUT","96170878565 /01 975081","96170878565 /01 975081","BEYTKT@etihad.ae",,"ghada",,,"1","2012-11-19 12:40:52","2017-08-24 11:10:43","1","0.00"
"175","YEHYA YATIM",,,"BEIRUT","96103580675","96103580675","bestqueen_z27@hotmail.com",,"YEHIA",,,"1","2012-11-19 12:45:55","2013-05-17 09:33:22","1","0.00"
"176","U GROUP Worldwide SARL.",,,"BADARO -1595676"," 01380580 "," 01380580 ","reservations1@utravelme.com",,"CAROLE","125478",,"1","2012-11-19 13:08:56","2019-09-30 18:05:14","1","0.00"
"177","NADIA FAWAL",,,"TRIPOLI","9616424383","9616424383","NADIA.FAWAL@HOTMAIL.COM",,"NADIA FAWAL","43210112",,"1","2012-11-19 14:39:41","2013-04-27 11:20:46","1","0.00"
"178","Beirut Express-419238-601-HAMRA.",,,"hamra - before ministry of economic","9613205472/01753014","9613205472/01753014","rima.salman00@gmail.com",,"RIMA",,,"1","2012-11-19 15:25:26","2017-06-10 15:16:32","1","0.00"
"179","ADMIC SAL",,,"city mall","9611901763","9611901763","Hala.AbiDaoud@admic.com.lb",,"HALA",,,"1","2012-11-19 15:27:58","2012-11-19 15:27:58","1","0.00"
"180","GEORGIA TRAVEL-2677433-GHAZIR.",,,"GHAZIR BANK STREET BLOM BANK","GHAZIR BANK STREET BLOM BANK","GHAZIR BANK STREET BLOM BANK","M.GEORGIA86@HOTMAIL.COM",,"MIREIILLE",,,"1","2012-11-19 16:17:04","2013-08-23 11:26:48","1","0.00"
"181","HALABY TRAVEL-80255-601-MSAITBY.",,,"MOUSSEIBEH TWINS CANTER","9611303377","9611303377","info@halabi.com",,"HALABY","4320012",,"1","2012-11-20 09:38:21","2017-09-13 10:51:47","1","0.00"
"182","SAMANA TRAVEL-2028007-SIBLINE.",,,"SIBLIN","9617974111","9617974111","DanielHage@samana-travel.com",,"pierretta",,,"1","2012-11-20 11:44:41","2016-03-11 09:03:03","1","0.00"
"183","TRAVELCO AGENCY",,,"BEIRUT","9613378381","9613378381","TRAVELCO@WINDOWSLIVE.COM",,"CHADY",,,"1","2012-11-20 12:49:02","2012-11-20 12:49:02","1","0.00"
"184","TRAVELCO",,,"BEIRUT","9613378381","9613378381","TRAVELCO@WINDOWSLIVE.COM",,"CHADY",,,"1","2012-11-20 12:51:16","2014-04-16 14:56:48","1","0.00"
"185","GOOD TRAVEL-2808865-MAZRAA.",,,"BEIRUT","9613492498","9613492498","m1_m1@hotmail.com",,"MOHAMAD",,,"1","2012-11-20 13:08:38","2013-08-27 13:27:08","1","0.00"
"186","SALAH EDDIN TRAVEL-1261889-BEIRUT.",,,,"9611704461 ","9611704461 ","salaheddintravel@hotmail.com",,"Fadi Hamiddi Saker",,,"1","2012-11-21 10:18:16","2017-11-01 14:03:08","1","0.00"
"187","SAFRAT",,,"KORNICH EL MAZRAA","9611300157","9611300157","INFO@SAFRATTRAVEL.COM",,"REEM",,,"1","2012-11-21 10:39:33","2016-02-29 13:23:53","1","0.00"
"188","TAHA TRAVEL",,,"Hamra-Makdessi street-Hakim Bldg","9611744501","9611744501","TAHAGHADA@YAHOO.COM",,"GHADA",,,"1","2012-11-21 11:02:53","2012-11-21 11:02:53","1","0.00"
"189","GHAITH  TRAVEL-108010-601-RAS EL NABEH.",,,"ras el nabeh /men ba3ed fekhene yamin","9611647661","9611647661","ghaithtours@gmail.com",,"ghaith ","123456",,"0","2012-11-24 10:52:44","2017-11-16 12:04:15","1","0.00"
"190","MAMLOUK TRAVEL AND TOURS",,,"SIDA","9617721636","9617721636","MAMLOUKZENA100@HOTMAIL.COM",,"ZEINA ",,,"1","2012-11-26 12:08:37","2012-11-26 12:08:37","1","0.00"
"191","MR. KAMEL",,,"GEFINOR BLOCK D","9611353111","9611353111","i.kassis@myglobalvisa.com",,"BOB",,,"1","2012-11-28 10:54:20","2013-09-25 08:42:20","1","0.00"
"192","LENA TOURS-2144465-601-SIN EL FIL.",,,"St. George Center - Ground Floor SIN EL FIL","9611496696","9611496696","Info@lenatours.com",,"Rabih Jalloul",,,"1","2012-11-28 13:38:58","2015-01-29 14:29:40","1","0.00"
"193","CONCORD TRAVEL-204297-MAR ELIAS.",,,"BEIRUT","9611705468","9611705468","CONCORD@CONCORDTRAVEL.COM.LB",,"MAHMOUD FAKIH","43-211044",,"1","2012-11-29 09:51:13","2013-08-23 11:28:57","1","0.00"
"194","KEBECO",,,"BEIRUT","9611292093","9611292093","admin@kebecotravel.com",,"ARLETTE HOBEIKA","43200990",,"1","2012-12-03 12:33:51","2012-12-03 12:33:51","1","0.00"
"195","MAYA MAM TRAVEL -1717005-601-ZOUK MIKHEAL",,,"Zouk Mikael","9619210472","9619210472","mayamam.trvl@gmail.com",,"RITA ABOU NADER",,,"1","2012-12-03 13:04:14","2014-11-12 10:06:33","1","0.00"
"196","LIBERTY TRAVEL",,,"CLEMENCEAU GEFINOR BLDG BLOCK E","9611740700","9611740700","libertybey@hotmail.com",,"LIBERTY TRAVEL",,,"1","2012-12-05 09:08:40","2012-12-05 09:08:40","1","0.00"
"197","JET SET LINK-2660061-601-MSAITBY.",,,"nigerian embassy street,salam bldg, under fiesta company","9611809930","9611809930","hanin@jetsetlink-lb.com",,"ZEINA","124578",,"0","2012-12-10 11:54:35","2015-03-07 10:42:49","1","0.00"
"198","PRO TRAVEL AND TOURISM-2757801- AIN SAADE.",,,"AIN SAADEH","9614534542","9614534542","INFO@PROTRAVEL-LB.COM",,"NELLY","121212",,"1","2012-12-12 12:34:45","2013-08-23 11:29:54","1","0.00"
"199","VISA",,,"BEIRUT","9611353111","9611353111","EMAIL@HOTMAIL.COM",,"DIRECT","353111",,"1","2012-12-14 11:29:11","2012-12-14 11:29:11","1","0.00"
"200","ARA TRAVEL",,,"BEIRUT","9611266594","9611266594","ARATRAVEL@HOTMAIL.COM",,"ARA","43200706",,"1","2012-12-18 09:20:57","2012-12-18 09:20:57","1","0.00"
"201","MURR TRAVEL AND TOURISM-202990-DORA,",,,"DAWRA","9611240730","9611240730","tours@murrtravel.com.lb",,"GEORGES","1245788",,"1","2012-12-19 13:59:27","2013-08-23 11:30:17","1","0.00"
"202","PATH SOLUTIONS",,,"BEIRUT","961 1 697444 ","961 1 697444 ","EHachach@path-solutions.com",,"RITA SAAD","1212121",,"1","2012-12-20 12:29:19","2016-04-20 15:55:24","1","0.00"
"203","ABOU MERHI CRUISES-10389580-601-BEIRUT",,,"BEIRUT","9617755570","9617755570","hajar.saleh@aboumerhicruises.com",,"MALEK","43201395",,"1","2012-12-21 11:04:21","2014-02-26 11:35:08","1","0.00"
"204","MUSTAPHA AGENT",,,"SUDAN","9611353111","9611353111","OPERATION1@MYGLOBALVISA.COM",,"JOHN","12121212",,"0","2013-01-03 13:55:32","2013-01-26 11:22:05","1","0.00"
"205","SAMAD TRAVEL-247988-TRIPOLI.",,,"TRIPOLI","9616442466","9616442466","ticketing@samadtours.com",,"SAMAD TRAVEL","123456",,"1","2013-01-08 09:20:28","2015-10-13 10:34:02","1","0.00"
"206","WE FLY HIGH-2718685-SIN EL FIL.",,,"Sin El Fil-Horsh Tabet – Confidence Center-5Th Floor /P.O.Box 16-5537","9611482782","9611482782","info@flyhigh.com.lb",,"JAD","212121",,"1","2013-01-09 13:39:36","2014-12-16 14:55:55","1","0.00"
"207","ANASTASIA TRAVEL CO-601-7903-SIN EL FIL.",,,"Sin El Fil Highway - Mardini Center","9611513351 ","9611513351 ","outgoing@anastasiagroup.net",,"Antoinette Keyrouz ",,,"0","2013-01-09 15:29:39","2013-08-23 11:36:42","1","0.00"
"208","WORLD TRAVEL SYSTEM",,,"BEIRUT","9611745429/30","9611745429/30","accounting@wtsltd.net",,"rania","1212121212",,"1","2013-01-11 09:06:56","2015-11-27 08:31:08","1","0.00"
"209","KAYSAS TRAVEL-10047-601-BEIRUT.",,,"BEIRUT","9611371315","9611371315","INFO@KAYSAS.COM",,"KAYSAS","43210462",,"1","2013-01-11 12:08:03","2013-08-23 11:31:36","1","0.00"
"210","YOUNES TRAVEL-216368-601-ZALKA.",,,"ZALKA - AMARET CHALHOUB NEAR MITSUBISHI","9611896655","9611896655","younestravel@hotmail.com",,"JOICE",,,"1","2013-01-18 10:38:41","2015-01-22 09:36:57","1","0.00"
"211","WILD DISCOVERY",,,"BEIRUT","01563603/01444744","01563603/01444744","visa@wilddiscovery.com.lb",,"NICOLE","4320143",,"1","2013-01-18 14:18:20","2017-10-10 14:30:17","1","0.00"
"212","JOHN TRAVEL",,,"GEFINOR CENTER","9610135111","9610135111","operation@myglobalvisa.com",,"JOHN MICKAEL",,,"1","2013-01-26 11:22:22","2013-01-26 11:24:45","1","0.00"
"213","WORLD NET HOTELS",,,,"9611511599","9611511599","WNH@WNH-LB.NET",,"HAIFA ROUKOZ",,,"1","2013-02-13 11:37:29","2013-03-28 15:31:09","1","0.00"
"214","CEDAR LINKS",,,"BEIRUT","9614725701","9614725701","p.cedarlinks@gmail.com",,"ELIE","000000",,"0","2013-02-15 08:19:33","2013-06-01 11:40:08","1","0.00"
"215","burcujohny",,,"aefragfsdg","0212254848","0212254848","fsdfsdgsg@dfsdf.com",,"burcu","1023456",,"0","2013-02-18 12:34:35","2013-02-18 12:34:35","1","0.00"
"216","john",,,"?stanbul","02124668588","02124668588","operation@gmail.com",,"gozde","1201020",,"0","2013-02-18 12:35:24","2013-02-18 13:02:02","1","0.00"
"217","212 TUR",,,"BEYOGLU","02122522202","02122522202","aydin@212tur.com",,"212 TUR",,,"1","2013-02-18 14:26:13","2013-02-18 14:26:13","1","0.00"
"218","212 TUR",,,,"02122522202","02122522202","aydin@212tur.co",,"212 TUR",,,"0","2013-02-18 14:27:58","2014-05-13 09:53:45","1","0.00"
"219","ACTIVE TOURISM",,,,"02163495594","02163495594","mehmet@gmail.com",,"ACTIVE TOURISM",,,"0","2013-02-18 14:45:50","2016-06-28 14:37:48","1","0.00"
"220","2A TURIZM",,,,"02122324655","02122324655","erkanbayraksever@gmail.com",,"2A TURIZM",,,"1","2013-02-18 14:48:44","2019-01-28 14:24:00","1","0.00"
"221","7 TUR",,,"KORE SEHITLERI CAD NO 50/2 ZINCIRLIKUYU","02123545675","02123545675","anar.tunc@7tur.com",,"7 TUR",,,"1","2013-02-18 14:51:37","2017-02-28 08:38:21","1","0.00"
"222","DUNYA VIZE HIZMETLERI",,,,"02122462983","02122462983","fatih@gmail.com",,"BARIS BEYAZIT",,,"1","2013-02-19 08:51:41","2016-06-28 14:39:07","1","0.00"
"223","KIPER",,,,"02122432635","02122432635","mustafa_kiper@hotmail.com",,"sdfs",,,"0","2013-02-19 09:20:56","2013-02-19 09:20:56","1","0.00"
"224","RITMIX",,,,"02122225252","02122225252","nilüfer@gmail.com",,"salih sezai",,,"1","2013-02-19 09:39:58","2016-06-28 14:41:02","1","0.00"
"225","SECTION",,,"TAKSIM","02122358202","02122358202","halitpug@gmail.com",,"HALIT PUGACA",,,"1","2013-02-19 09:42:00","2016-06-28 14:44:27","1","0.00"
"226","KISMET TURIZM ",,,"AKSARAY ","00902126352838","00902126352838","infokismet@gmail.com",,"ERDOGAN ULUM",,,"1","2013-02-19 09:44:09","2016-06-28 14:55:27","1","0.00"
"227","EN TURIZM",,,"NISANTASI","00902122407045","00902122407045","nesrin.enturizm@gmail.com",,"NESRIN OZBAY",,,"1","2013-02-19 09:44:20","2016-06-28 14:42:26","1","0.00"
"228","TDO ANKARA",,,,"00903124276118","00903124276118","turans@gmail.com",,"DIDEM EROKSUZ",,,"1","2013-02-19 10:00:45","2016-12-01 09:13:04","1","0.00"
"229","ORTUR",,,,"02122592032","02122592032","bilet@gmail.com",,"ORTUR",,,"1","2013-02-19 10:06:08","2016-06-28 14:43:14","1","0.00"
"230","VIP ",,,"HARBIYE","02123684800","02123684800","sinan@gmail.com",,"MEHMET GUNEY",,,"1","2013-02-19 10:07:51","2016-06-28 14:43:49","1","0.00"
"231","MERLIN TURIZM",,,"YENIKAPI","00902124584414","00902124584414","gsina78@gmail.com",,"AHMET YAZICI",,,"1","2013-02-19 10:10:25","2016-06-28 14:42:20","1","0.00"
"232","DELANO",,,"KADIKOY","02163608393","02163608393","vize@gmail.com",,"MUHAMMET KURNAZ",,,"1","2013-02-19 10:14:03","2016-06-28 14:41:41","1","0.00"
"233","MAVI OKYANUS",,,"SISLI","00902125566655","00902125566655","maviokyanusvize@gmail.com",,"GÜL ALKIN KARAHARMAN",,,"1","2013-02-19 10:22:45","2016-06-28 14:42:11","1","0.00"
"234","SUSU",,,,"02124568585","02124568585","1ugur@gmail.com",,"UGUR BOYBAS",,,"1","2013-02-19 10:26:47","2016-06-28 14:42:50","1","0.00"
"235","EVE TURIZM",,,"FINDIKZADE","00902126323131","00902126323131","dilek@gmail.com",,"DILEK ATLIHAN ",,,"1","2013-02-19 10:27:20","2016-06-28 14:42:42","1","0.00"
"236","TOUR BEMOL",,,"ETILER","00902122693343","00902122693343","erkan@tourbemol.VO",,"ERKAN YAVUZ",,,"1","2013-02-19 10:37:49","2014-05-13 09:57:28","1","0.00"
"237","BALI TURIZM",,,,"02122415478","02122415478","nur@baliturizm.co",,"NUR TIFTIKCI",,,"1","2013-02-19 10:57:17","2014-05-13 09:57:36","1","0.00"
"238","EMIRHAN",,,,"0212 252 50 78","0212 252 50 78","keremvize@gmail.com",,"keramettin özyurt",,,"1","2013-02-19 11:07:56","2016-06-28 14:42:58","1","0.00"
"239","REAL TURIZM",,,"HARBIYE","00902122939335","00902122939335","real@gmail.com",,"NEVAL HNM",,,"1","2013-02-19 11:09:50","2016-06-28 14:43:29","1","0.00"
"240","ART TOURS",,,"MASLAK","02123463322","02123463322","alper@gmail.com",,"ALPER",,,"1","2013-02-19 11:14:20","2016-06-28 14:46:30","1","0.00"
"241","DILHAN TURIZM",,,"KADIKOY","00902163608393","00902163608393","info@dilhanturizm.co",,"Muhammet KURNAZ",,,"1","2013-02-19 11:29:37","2016-06-28 14:46:46","1","0.00"
"242","SIENA",,,,"02124567858","02124567858","sienaturizm2011@hotmail.com",,"siena turizm",,,"1","2013-02-19 11:29:46","2017-02-28 08:48:14","1","0.00"
"243","TURK EKSPRESS",,,,"02163307094","02163307094","turkekspres.com@gmail.com",,"AYLIN AGDEMIR",,,"1","2013-02-19 11:29:53","2016-06-28 14:47:42","1","0.00"
"244","EFES TUR",,,"SISLI","00902122745510","00902122745510","sezgin.bayrak@gmail.com",,"SEZGIN BEY",,,"1","2013-02-19 11:32:21","2016-06-28 14:47:54","1","0.00"
"245","SAMET TUR",,,,"02123438333","02123438333","samettour@gmail.com",,"BAKI BAKIR",,,"1","2013-02-19 11:46:11","2016-06-28 14:48:05","1","0.00"
"246","RUBER",,,,"0212 292 3303","0212 292 3303","ruber.2011@hotmail.co",,"ozcan ac?kgoz",,,"1","2013-02-19 11:50:58","2014-05-13 09:58:43","1","0.00"
"247","VOLTUR",,,"TAKSIM"," 212 249 34 33"," 212 249 34 33","ezgi@gmail.com",,"SERHAT VITAS",,,"1","2013-02-19 11:56:30","2016-06-28 14:48:18","1","0.00"
"248","KRC VIZE",,,,"02122313818","02122313818","tarik@gmail.com",,"TARIK ERMEC",,,"1","2013-02-19 11:58:35","2016-06-28 14:48:39","1","0.00"
